Estado;Bacia;Nome Poço;Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
Rio Grande do Norte;Potiguar;7-CAM-773-RN;7CAM 0773  RN;CANTO DO AMARO;Petrobras;4,8E+14;2020/10;11,4907;0;11,4907;744;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-CAM-762-RN;7CAM 0762  RN;CANTO DO AMARO;Petrobras;4,8E+14;2020/10;8,3928;0;8,3928;744;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-CAM-774-RN;7CAM 0774  RN;CANTO DO AMARO;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;67,76;13,642;8,396;2,067;2,706;0,95;0,682;0,568;0,309;0,141;0,046;0,024;0;0,031;2,367;0,311;2,04883;533,89551;41197,1284;23/12/2020 15:40
Bahia;Recôncavo;1-BRSA-754D-BA;1MGB1DBA;CAMBACICA;Petrobras;4,861E+14;2020/10;0;13,6949;13,6949;714;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;85,4;8,54;2,46;0,49;0,71;0,23;0,27;0,24;0,11;0,03;0;0;0;0;0,66;0,86;2,02894;531,49873;39671,1478;23/12/2020 15:40
Maranhão;Parnaíba;7-GVR-25D-MA;7GVR25DMA;GAVIÃO REAL;Eneva;4,861E+16;2020/10;0;2,4379;2,4379;674;2020/02;Gavião Real;53,78;< 210ºC;48.25%;210ºC a 500ºC;51.75%;> 500ºC;0%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Bahia;Recôncavo;1-ALV-11-BA;1-ALV-198-A1-BA;Caburé Leste;Alvopetro;4,861E+16;2020/10;0;0;0;0;;;;< ºC;%;;%;> ºC;%;85,5335;8,476;3,2089;0,5456;1,1881;0;0;0,131;0;0;0;0;0;0;0,7859;0,131;2,04026;532,90223;39911,0322;23/12/2020 15:40
Bahia;Recôncavo;1-RQ-1-BA;1RQ  0001  BA;BOM LUGAR;Alvopetro;4,861E+16;2020/10;0;0;0;0;;;;< ºC;%;;%;> ºC;%;76,645;10,0962;6,6681;1,6809;2,8088;0;0;0,0221;0;0;0;0;0;0;1,4818;0,5971;2,07025;536,50932;40128,4109;23/12/2020 15:40
Bahia;Recôncavo;1-BL-1-BA;1BL  0001  BA;BOM LUGAR;Alvopetro;4,861E+16;2020/10;0;0;0;0;;;;< ºC;%;;%;> ºC;%;76,645;10,0962;6,6681;1,6809;2,8088;0;0;0,0221;0;0;0;0;0;0;1,4818;0,5971;2,07025;536,50932;40128,4109;23/12/2020 15:40
Bahia;Camamu;1-JI-1-BA;1JI  0001  BA;JIRIBATUBA;Alvopetro;4,861E+16;2020/10;0;0;0;0;;;;< ºC;%;;%;> ºC;%;85,7789;0,5991;3,1532;1,7658;3,6157;0;0;0,5676;0;0;0;0;0;0;1,7343;2,7854;2,20361;552,51719;36058,534;23/12/2020 15:40
Bahia;Camamu;7-JI-9-BA;7JI  0009  BA;JIRIBATUBA;Alvopetro;4,861E+16;2020/10;0;0;0;0;;;;< ºC;%;;%;> ºC;%;85,7789;0,5991;3,1532;1,7658;3,6157;0;0;0,5676;0;0;0;0;0;0;1,7343;2,7854;2,20361;552,51719;36058,534;23/12/2020 15:40
Bahia;Recôncavo;1-ALV-8D-BA;1-ALV-182-B1-BA;Mãe-da-lua;Alvopetro;4,861E+16;2020/10;0;0;0;0;;;;< ºC;%;;%;> ºC;%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Bahia;Recôncavo;7-A-4-BA;7A   0004  BA;ARATU;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;93,04;4,19;0,94;0,27;0,25;0,09;0,07;0,07;0,04;0;0;0;0;0;0,67;0,37;2,04495;533,43389;38527,1338;23/12/2020 15:40
Bahia;Recôncavo;3-A-9-BA;3A   0009  BA;ARATU;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;93,04;4,19;0,94;0,27;0,25;0,09;0,07;0,07;0,04;0;0;0;0;0;0,67;0,37;2,04495;533,43389;38527,1338;23/12/2020 15:40
Bahia;Recôncavo;7-A-11-BA;7A   0011  BA;ARATU;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;93,04;4,19;0,94;0,27;0,25;0,09;0,07;0,07;0,04;0;0;0;0;0;0,67;0,37;2,04495;533,43389;38527,1338;23/12/2020 15:40
Bahia;Recôncavo;3-A-14-BA;3A   0014  BA;ARATU;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;93,04;4,19;0,94;0,27;0,25;0,09;0,07;0,07;0,04;0;0;0;0;0;0,67;0,37;2,04495;533,43389;38527,1338;23/12/2020 15:40
Bahia;Recôncavo;8-A-17-BA;8A   0017  BA;ARATU;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;93,04;4,19;0,94;0,27;0,25;0,09;0,07;0,07;0,04;0;0;0;0;0;0,67;0,37;2,04495;533,43389;38527,1338;23/12/2020 15:40
Bahia;Recôncavo;7-A-18-BA;7A   0018  BA;ARATU;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;93,04;4,19;0,94;0,27;0,25;0,09;0,07;0,07;0,04;0;0;0;0;0;0,67;0,37;2,04495;533,43389;38527,1338;23/12/2020 15:40
Bahia;Recôncavo;4-CB-1-BA;4CB  0001  BA;CANABRAVA;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;75,92;3;7,46;2,42;2,52;0,86;0,7;0,64;0,18;0,16;0;0;0;0,09;5,27;0,78;2,06982;536,41661;36086,2688;23/12/2020 15:40
Bahia;Recôncavo;7-CB-6-BA;7CB  0006  BA;CANABRAVA;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;Baiano Mistura;36,5;< 210ºC;20.22%;210ºC a 500ºC;49.58%;> 500ºC;30.2%;75,92;3;7,46;2,42;2,52;0,86;0,7;0,64;0,18;0,16;0;0;0;0,09;5,27;0,78;2,06982;536,41661;36086,2688;23/12/2020 15:40
Espírito Santo;Espírito Santo;7-CCN-4H-ES;7CCN4HES;CÓRREGO CEDRO NORTE;Petrobras;4,8E+14;2020/10;4,8457;0;4,8457;729;2019/05;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;94,58;1,3;1,31;0,42;0,28;0,21;0,05;0,2;0;0;0;0;0;0;0,69;0,96;2,04075;532,92054;37461,6163;23/12/2020 15:40
Espírito Santo;Espírito Santo;7-COG-4HB-ES;7COG4HBES;CÓRREGO CEDRO NORTE;Petrobras;4,8E+14;2020/10;0;0;0;0;2019/05;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;94,58;1,3;1,31;0,42;0,28;0,21;0,05;0,2;0;0;0;0;0;0;0,69;0,96;2,04075;532,92054;37461,6163;23/12/2020 15:40
Espírito Santo;Espírito Santo;7-COG-5HA-ES;7COG5HAES;CÓRREGO CEDRO NORTE;Petrobras;4,8E+14;2020/10;0,6646;0;0,6646;139;2019/05;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;94,58;1,3;1,31;0,42;0,28;0,21;0,05;0,2;0;0;0;0;0;0;0,69;0,96;2,04075;532,92054;37461,6163;23/12/2020 15:40
Espírito Santo;Espírito Santo;9-PEI-12-ES;9PEI 0012  ES;CÓRREGO CEDRO NORTE;Petrobras;4,8E+14;2020/10;0;0;0;0;2019/05;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;94,58;1,3;1,31;0,42;0,28;0,21;0,05;0,2;0;0;0;0;0;0;0,69;0,96;2,04075;532,92054;37461,6163;23/12/2020 15:40
Espírito Santo;Espírito Santo;7-CCN-5H-ES;7CCN5HES;CÓRREGO CEDRO NORTE;Petrobras;4,8E+14;2020/10;0;0;0;0;2019/05;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;94,58;1,3;1,31;0,42;0,28;0,21;0,05;0,2;0;0;0;0;0;0;0,69;0,96;2,04075;532,92054;37461,6163;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1122D-RN;7ET1122DRN;ESTREITO;Petrobras;4,8E+14;2020/10;2,1262;0;2,1262;640;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1124-RN;7ET1124RN;ESTREITO;Petrobras;4,8E+14;2020/10;1,5122;0;1,5122;673;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1275D-RN;7ET1275DRN;ESTREITO;Petrobras;4,8E+14;2020/10;3,6473;0;3,6473;599;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1267-RN;7ET1267RN;ESTREITO;Petrobras;4,8E+14;2020/10;4,1158;0;4,1158;677;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-396-RN;7ET  0396  RN;ESTREITO;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1269D-RN;7ET1269DRN;ESTREITO;Petrobras;4,8E+14;2020/10;6,3892;0;6,3892;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1271-RN;7ET1271RN;ESTREITO;Petrobras;4,8E+14;2020/10;1,8184;0;1,8184;673;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1263D-RN;7ET1263DRN;ESTREITO;Petrobras;4,8E+14;2020/10;3,7552;0;3,7552;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1142-RN;7ET1142RN;ESTREITO;Petrobras;4,8E+14;2020/10;1,1419;0;1,1419;653;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1270D-RN;7ET1270DRN;ESTREITO;Petrobras;4,8E+14;2020/10;14,6628;0;14,6628;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1289D-RN;7ET1289DRN;ESTREITO;Petrobras;4,8E+14;2020/10;12,4098;0;12,4098;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1258-RN;7ET1258RN;ESTREITO;Petrobras;4,8E+14;2020/10;13,7014;0;13,7014;676;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1259D-RN;7ET1259DRN;ESTREITO;Petrobras;4,8E+14;2020/10;5,1014;0;5,1014;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1265D-RN;7ET1265DRN;ESTREITO;Petrobras;4,8E+14;2020/10;1,7973;0;1,7973;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-397-RN;7ET  0397  RN;ESTREITO;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1273-RN;7ET1273RN;ESTREITO;Petrobras;4,8E+14;2020/10;18,7639;0;18,7639;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1284D-RN;7ET1284DRN;ESTREITO;Petrobras;4,8E+14;2020/10;7,3502;0;7,3502;681;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1264-RN;7ET1264RN;ESTREITO;Petrobras;4,8E+14;2020/10;16,8356;0;16,8356;698;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1285-RN;7ET1285RN;ESTREITO;Petrobras;4,8E+14;2020/10;3,1396;0;3,1396;697;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1261-RN;7ET1261RN;ESTREITO;Petrobras;4,8E+14;2020/10;0,6071;0;0,6071;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-398-RN;7ET  0398  RN;ESTREITO;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1283-RN;7ET1283RN;ESTREITO;Petrobras;4,8E+14;2020/10;1,4325;0;1,4325;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1282D-RN;7ET1282DRN;ESTREITO;Petrobras;4,8E+14;2020/10;11,9322;0;11,9322;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1279-RN;7ET1279RN;ESTREITO;Petrobras;4,8E+14;2020/10;1,2841;0;1,2841;448;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1276D-RN;7ET1276DRN;ESTREITO;Petrobras;4,8E+14;2020/10;5,2506;0;5,2506;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1266-RN;7ET1266RN;ESTREITO;Petrobras;4,8E+14;2020/10;5,0517;0;5,0517;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1278D-RN;7ET1278DRN;ESTREITO;Petrobras;4,8E+14;2020/10;1,1257;0;1,1257;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-RP-93-RN;7RP  0093  RN;ESTREITO;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1287D-RN;7ET1287DRN;ESTREITO;Petrobras;4,8E+14;2020/10;0,8816;0;0,8816;651;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1274-RN;7ET1274RN;ESTREITO;Petrobras;4,8E+14;2020/10;2,5429;0;2,5429;675;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1277-RN;7ET1277RN;ESTREITO;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1281-RN;7ET1281RN;ESTREITO;Petrobras;4,8E+14;2020/10;3,7802;0;3,7802;710;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1286D-RN;7ET1286DRN;ESTREITO;Petrobras;4,8E+14;2020/10;8,5919;0;8,5919;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-399-RN;7ET  0399  RN;ESTREITO;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1288-RN;7ET1288RN;ESTREITO;Petrobras;4,8E+14;2020/10;3,7301;0;3,7301;697;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1291D-RN;7ET1291DRN;ESTREITO;Petrobras;4,8E+14;2020/10;8,9545;0;8,9545;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1293D-RN;7ET1293DRN;ESTREITO;Petrobras;4,8E+14;2020/10;2,0827;0;2,0827;637;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1280D-RN;7ET1280DRN;ESTREITO;Petrobras;4,8E+14;2020/10;6,8581;0;6,8581;677;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1296D-RN;7ET1296DRN;ESTREITO;Petrobras;4,8E+14;2020/10;5,2506;0;5,2506;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1123D-RN;7ET1123DRN;ESTREITO;Petrobras;4,8E+14;2020/10;8,1132;0;8,1132;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1292D-RN;7ET1292DRN;ESTREITO;Petrobras;4,8E+14;2020/10;29,4897;0;29,4897;676;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1302-RN;7ET1302RN;ESTREITO;Petrobras;4,8E+14;2020/10;16,2283;0;16,2283;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1295-RN;7ET1295RN;ESTREITO;Petrobras;4,8E+14;2020/10;1,4325;0;1,4325;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-400-RN;7ET  0400  RN;ESTREITO;Petrobras;4,8E+14;2020/10;0;0;0;0;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1290D-RN;7ET1290DRN;ESTREITO;Petrobras;4,8E+14;2020/10;3,8189;0;3,8189;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1304-RN;7ET1304RN;ESTREITO;Petrobras;4,8E+14;2020/10;18,0666;0;18,0666;670;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1298-RN;7ET1298RN;ESTREITO;Petrobras;4,8E+14;2020/10;5,1804;0;5,1804;706;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1306-RN;7ET1306RN;ESTREITO;Petrobras;4,8E+14;2020/10;3,3409;0;3,3409;718;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1299-RN;7ET1299RN;ESTREITO;Petrobras;4,8E+14;2020/10;11,4907;0;11,4907;702;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1301-RN;7ET1301RN;ESTREITO;Petrobras;4,8E+14;2020/10;25,0042;0;25,0042;698;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1303-RN;7ET1303RN;ESTREITO;Petrobras;4,8E+14;2020/10;1,3196;0;1,3196;649;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1309-RN;7ET1309RN;ESTREITO;Petrobras;4,8E+14;2020/10;0,6748;0;0,6748;717;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1141-RN;7ET1141RN;ESTREITO;Petrobras;4,8E+14;2020/10;0,8512;0;0,8512;656;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1313-RN;7ET1313RN;ESTREITO;Petrobras;4,8E+14;2020/10;0,8879;0;0,8879;656;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
Rio Grande do Norte;Potiguar;7-ET-1320D-RN;7ET1320DRN;ESTREITO;Petrobras;4,8E+14;2020/10;14,0031;0;14,0031;696;2020/02;RGN Mistura;24,3;< 290ºC;22.8%;290ºC a 380ºC;14.3%;> 380ºC;62.9%;;;;;;;;;;;;;;;;;;;;23/12/2020 15:40
